feature,importance
DIAB,0.1959384
fam_kid_avg_birth_year,0.11571611
DIABF,0.11149952
BMI,0.10835618
fam_KAEDUC_mean,0.10386272
DADAGE,0.09611645
WEIGHT,0.09374731
MOMAGE,0.093651086
wave,0.08111222
