feature,importance
fam_kid_avg_birth_year,0.13486782
WEIGHT,0.121931076
DADAGE,0.11464141
fam_KAEDUC_mean,0.11441023
BMI,0.11344744
MOMAGE,0.11244133
DIABF,0.10397369
DIAB,0.09442268
wave,0.089864284
