feature,importance
BMI,0.4747058
DIABF,0.15200065
DIAB,0.13152231
fam_KAEDUC_mean,0.05481989
wave,0.04125822
WEIGHT,0.040989917
DADAGE,0.036176413
MOMAGE,0.034768965
fam_kid_avg_birth_year,0.03375782
