feature,importance
fam_KAEDUC_mean,0.1331978
fam_kid_avg_birth_year,0.13108657
DIAB,0.12439794
BMI,0.11769937
WEIGHT,0.10629248
MOMAGE,0.10538575
DADAGE,0.10438104
DIABF,0.09156297
wave,0.08599611
