feature,importance
DIAB,0.13556741
fam_kid_avg_birth_year,0.12851094
fam_KAEDUC_mean,0.124890864
WEIGHT,0.11191994
DADAGE,0.10809578
MOMAGE,0.10731725
BMI,0.10389021
wave,0.09151025
DIABF,0.08829737
